0910050306
Date,Sensor1 (S1),Sensor2 (S2),Level (AI_1),Level (AI_2),Level (AI_3),FlowMeter Total (DI_B),FlowMeter Total (DI_2)
08/06/2011 18:35:01,   954.63,  196.88,      10,      75,      33,      5500.00,     26800.00
08/06/2011 18:45:01,   941.30,  202.33,      10,      75,      32,      5500.00,     27900.00
08/06/2011 18:55:01,   943.84,  204.22,      10,      75,      33,      5500.00,     27900.00
08/06/2011 19:05:01,   944.47,  201.89,      10,      75,      32,      5500.00,     27900.00
08/06/2011 19:15:01,   947.79,  197.84,      10,      75,      32,      5500.00,     27900.00
08/06/2011 19:25:01,   949.80,  195.52,      10,      75,      32,      5500.00,     27900.00
08/06/2011 19:35:01,   952.57,  193.50,      10,      75,      32,      5500.00,     27900.00
08/06/2011 19:45:01,   954.78,  192.64,      10,      75,      32,      5500.00,     27900.00
08/06/2011 19:55:01,   956.52,  191.76,      10,      75,      32,      5500.00,     27900.00
08/06/2011 20:05:01,   958.22,  191.33,      10,      75,      32,      5500.00,     27900.00
08/06/2011 20:15:01,   960.12,  190.94,      10,      75,      32,      5500.00,     27900.00
08/06/2011 20:25:01,   962.27,  190.80,      10,      75,      32,      5500.00,     27900.00
08/06/2011 20:35:01,   963.58,  190.03,      10,      75,      32,      5500.00,     27900.00
08/06/2011 20:45:01,   965.58,  189.24,      10,      75,      32,      5500.00,     27900.00
08/06/2011 20:55:01,   967.10,  188.23,      10,      75,      32,      5500.00,     27900.00
08/06/2011 21:05:01,   968.38,  186.79,      10,      75,      33,      5500.00,     27900.00
08/06/2011 21:15:01,   970.30,  186.67,      10,      75,      32,      5500.00,     27900.00
08/06/2011 21:25:01,   972.19,  186.25,      10,      75,      33,      5500.00,     27900.00
08/06/2011 21:35:01,   973.70,  185.51,      10,      75,      33,      5500.00,     27900.00
08/06/2011 21:45:01,   976.06,  184.78,      10,      75,      32,      5800.00,     27900.00
08/06/2011 21:55:01,   977.59,  184.48,      10,      75,      32,      6300.00,     27900.00
08/06/2011 22:05:01,   971.03,  184.39,       9,      75,      32,      6800.00,     28900.00
08/06/2011 22:15:01,   956.13,  191.71,      10,      75,      32,      7200.00,     30400.00
08/06/2011 22:25:01,   942.52,  201.57,      10,      75,      32,      7500.00,     31900.00
08/06/2011 22:35:01,   930.69,  211.76,      10,      75,      32,      7500.00,     33000.00
08/06/2011 22:45:01,   931.36,  216.80,       9,      75,      32,      7500.00,     33000.00
08/06/2011 22:55:01,   932.72,  212.40,       9,      75,      33,      7500.00,     33000.00
08/06/2011 23:05:01,   934.32,  206.44,       9,      75,      33,      7500.00,     33000.00
08/06/2011 23:15:01,   936.18,  201.83,       9,      75,      32,      7500.00,     33000.00
08/06/2011 23:25:02,   937.72,  198.29,       9,      75,      32,      7500.00,     33000.00
08/06/2011 23:35:01,   939.61,  195.62,      10,      75,      32,      7500.00,     33000.00
08/06/2011 23:45:01,   940.17,  194.51,       9,      75,      32,      7500.00,     33000.00
08/06/2011 23:55:01,   942.39,  193.15,       9,      75,      32,      7500.00,     33000.00
08/07/2011 00:05:01,   943.71,  192.53,       9,      75,      32,         0.00,         0.00
08/07/2011 00:15:01,   944.92,  192.22,       9,      75,      33,         0.00,         0.00
08/07/2011 00:25:01,   946.41,  191.13,       9,      75,      33,         0.00,         0.00
08/07/2011 00:35:01,   947.52,  190.83,      10,      75,      32,         0.00,         0.00
08/07/2011 00:45:01,   949.11,  190.54,       9,      75,      32,         0.00,         0.00
08/07/2011 00:55:01,   950.15,  190.36,       9,      75,      32,         0.00,         0.00
08/07/2011 01:05:01,   951.69,  189.89,      10,      75,      33,         0.00,         0.00
08/07/2011 01:15:01,   953.50,  189.51,      10,      75,      33,         0.00,         0.00
08/07/2011 01:25:01,   954.49,  189.11,      10,      75,      33,         0.00,         0.00
08/07/2011 01:35:01,   955.42,  188.31,      10,      75,      33,         0.00,         0.00
08/07/2011 01:45:01,   956.42,  188.30,       9,      75,      32,         0.00,         0.00
08/07/2011 01:55:01,   957.78,  187.93,      10,      75,      32,         0.00,         0.00
08/07/2011 02:05:01,   958.68,  187.88,      10,      75,      33,         0.00,         0.00
08/07/2011 02:15:01,   960.05,  187.73,      10,      75,      33,         0.00,         0.00
08/07/2011 02:25:01,   961.31,  187.50,      10,      75,      33,         0.00,         0.00
08/07/2011 02:35:01,   962.45,  187.31,       9,      75,      33,         0.00,         0.00
08/07/2011 02:45:01,   963.99,  187.04,      10,      75,      33,         0.00,         0.00
08/07/2011 02:55:01,   965.60,  186.93,      10,      75,      33,         0.00,         0.00
08/07/2011 03:05:01,   966.60,  186.76,      10,      75,      33,         0.00,         0.00
08/07/2011 03:15:01,   967.79,  186.83,      10,      75,      32,         0.00,         0.00
08/07/2011 03:25:01,   968.60,  186.57,      10,      75,      33,         0.00,         0.00
08/07/2011 03:35:01,   970.33,  186.59,      10,      75,      32,         0.00,         0.00
08/07/2011 03:45:01,   971.60,  186.40,      10,      75,      32,         0.00,         0.00
08/07/2011 03:55:01,   972.18,  186.54,      10,      75,      33,         0.00,         0.00
08/07/2011 04:05:01,   973.53,  186.41,      10,      75,      33,         0.00,         0.00
08/07/2011 04:15:01,   974.73,  186.44,      10,      75,      33,         0.00,         0.00
08/07/2011 04:25:01,   975.75,  186.29,       9,      75,      33,       300.00,         0.00
08/07/2011 04:35:01,   972.15,  186.62,      10,      75,      33,       800.00,      1000.00
08/07/2011 04:45:01,   952.73,  197.02,      10,      75,      32,      1300.00,      2600.00
08/07/2011 04:55:01,   939.32,  210.40,      10,      75,      33,      1400.00,      4200.00
08/07/2011 05:05:01,   932.43,  223.16,       9,      75,      33,      1400.00,      4400.00
08/07/2011 05:15:01,   935.46,  223.07,      10,      75,      33,      1400.00,      4400.00
08/07/2011 05:25:01,   936.87,  218.24,       9,      75,      33,      1400.00,      4400.00
08/07/2011 05:35:01,   942.60,  211.44,       9,      75,      33,      1400.00,      4400.00
08/07/2011 05:45:01,   944.51,  203.47,       9,      75,      33,      1400.00,      4400.00
08/07/2011 05:55:01,   945.93,  198.16,       9,      75,      33,      1400.00,      4400.00
08/07/2011 06:05:01,   947.98,  194.85,       9,      75,      32,      1400.00,      4400.00
08/07/2011 06:15:01,   949.41,  192.31,      10,      75,      32,      1400.00,      4400.00
08/07/2011 06:25:01,   950.50,  192.00,       9,      75,      33,      1400.00,      4400.00
08/07/2011 06:35:01,   950.21,  191.97,       9,      75,      33,      1400.00,      4400.00
08/07/2011 06:45:01,   951.57,  192.41,       9,      75,      33,      1400.00,      4400.00
08/07/2011 06:55:01,   952.45,  192.72,       9,      75,      32,      1400.00,      4400.00
08/07/2011 07:05:01,   954.92,  192.86,       9,      75,      33,      1400.00,      4400.00
08/07/2011 07:15:01,   958.35,  192.96,       9,      75,      33,      1400.00,      4400.00
08/07/2011 07:25:01,   961.22,  192.65,       9,      75,      33,      1400.00,      4400.00
08/07/2011 07:35:01,   963.72,  192.88,       9,      75,      33,      1400.00,      4400.00
08/07/2011 07:45:01,   965.98,  193.28,       9,      75,      32,      1400.00,      4400.00
08/07/2011 07:55:01,   967.76,  193.61,       9,      75,      33,      1400.00,      4400.00
08/07/2011 08:05:01,   970.46,  193.63,       9,      75,      33,      1600.00,      4400.00
08/07/2011 08:15:01,   972.31,  193.23,       9,      75,      33,      2100.00,      5100.00
08/07/2011 08:25:01,   953.48,  201.90,       9,      75,      33,      2600.00,      6700.00
08/07/2011 08:35:01,   942.13,  212.79,       9,      75,      33,      2800.00,      8300.00
08/07/2011 08:45:01,   929.23,  228.75,       9,      75,      33,      2800.00,      9100.00
08/07/2011 08:55:01,   935.56,  320.19,       9,      75,      33,      2800.00,      9100.00
08/07/2011 09:05:01,   938.34,  372.04,       9,      75,      33,      2800.00,      9100.00
08/07/2011 09:15:01,   942.04,  400.52,       9,      75,      33,      2800.00,      9100.00
08/07/2011 09:25:01,   944.81,  404.71,       9,      75,      33,      2800.00,      9100.00
08/07/2011 09:35:01,   948.22,  357.48,       9,      75,      33,      2800.00,      9100.00
08/07/2011 09:45:01,   951.86,  320.92,       9,      75,      33,      2800.00,      9100.00
08/07/2011 09:55:01,   955.27,  298.59,       9,      75,      33,      2800.00,      9100.00
08/07/2011 10:05:01,   958.42,  283.54,       9,      75,      33,      2800.00,      9100.00
08/07/2011 10:15:01,   960.99,  271.67,       9,      75,      33,      2800.00,      9100.00
08/07/2011 10:25:01,   963.51,  262.65,       9,      75,      33,      2800.00,      9100.00
08/07/2011 10:35:01,   966.96,  253.73,       9,      75,      33,      2800.00,      9100.00
08/07/2011 10:45:01,   970.07,  246.07,       9,      75,      33,      2800.00,      9100.00
08/07/2011 10:55:01,   973.41,  239.60,       9,      75,      33,      2800.00,      9100.00
08/07/2011 11:05:01,   977.43,  233.32,       9,      75,      33,      3200.00,      9200.00
08/07/2011 11:15:01,   965.86,  235.71,       9,      75,      33,      3600.00,     10800.00
08/07/2011 11:25:01,   953.46,  244.30,       8,      75,      32,      4100.00,     12300.00
08/07/2011 11:35:01,   941.91,  252.28,       9,      75,      32,      4300.00,     13900.00
08/07/2011 11:45:01,   933.72,  257.76,       9,      75,      32,      4300.00,     14500.00
08/07/2011 11:55:01,   940.95,  249.89,       9,      75,      32,      4300.00,     14500.00
08/07/2011 12:05:01,   946.08,  239.86,       9,      75,      32,      4300.00,     14500.00
08/07/2011 12:15:01,   949.88,  230.50,       9,      75,      32,      4300.00,     14500.00
08/07/2011 12:25:01,   954.40,  224.15,       9,      75,      32,      4300.00,     14500.00
08/07/2011 12:35:01,   958.19,  220.03,       9,      75,      32,      4300.00,     14500.00
08/07/2011 12:45:01,   962.19,  216.63,       9,      75,      32,      4300.00,     14500.00
08/07/2011 12:55:01,   967.35,  214.30,       9,      75,      32,      4300.00,     14500.00
08/07/2011 13:05:01,   971.11,  212.63,       9,      75,      32,      4300.00,     14500.00
08/07/2011 13:15:01,   974.93,  211.05,       9,      75,      33,      4300.00,     14500.00
08/07/2011 13:25:01,   978.82,  209.89,       8,      75,      33,      4700.00,     14500.00
08/07/2011 13:35:01,   965.91,  213.50,       8,      75,      33,      5200.00,     16100.00
08/07/2011 13:45:01,   954.45,  223.06,       8,      75,      32,      5700.00,     17600.00
08/07/2011 13:55:01,   942.98,  230.65,       8,      75,      32,      5900.00,     19200.00
08/07/2011 14:05:01,   932.42,  236.02,       8,      75,      33,      5900.00,     20400.00
08/07/2011 14:15:01,   936.61,  233.40,       8,      75,      33,      5900.00,     20400.00
08/07/2011 14:25:01,   940.10,  226.00,       8,      75,      33,      5900.00,     20400.00
08/07/2011 14:35:01,   945.45,  219.09,       8,      75,      32,      5900.00,     20400.00
08/07/2011 14:45:01,   950.03,  214.01,       8,      75,      32,      5900.00,     20400.00
08/07/2011 14:55:01,   953.97,  210.65,       8,      74,      32,      5900.00,     20400.00
08/07/2011 15:05:01,   958.90,  208.10,       8,      75,      32,      5900.00,     20400.00
08/07/2011 15:15:01,   962.13,  206.91,       8,      75,      32,      5900.00,     20400.00
08/07/2011 15:25:01,   967.16,  204.92,       8,      75,      32,      5900.00,     20400.00
08/07/2011 15:35:01,   962.03,  206.47,       8,      75,      32,      5900.00,     21700.00
08/07/2011 15:45:01,   949.63,  215.28,       8,      75,      32,      5900.00,     23200.00
08/07/2011 15:55:01,   936.48,  223.87,       8,      75,      32,      5900.00,     24000.00
08/07/2011 16:05:01,   941.98,  224.30,       8,      75,      32,      5900.00,     24000.00
08/07/2011 16:15:01,   944.35,  218.98,       8,      75,      32,      5900.00,     24000.00
08/07/2011 16:25:01,   948.13,  213.14,       8,      75,      32,      5900.00,     24000.00
08/07/2011 16:35:01,   951.22,  208.40,       8,      75,      32,      5900.00,     24000.00
08/07/2011 16:45:01,   953.33,  205.08,       8,      75,      32,      5900.00,     24000.00
08/07/2011 16:55:01,   956.18,  203.19,       8,      75,      33,      5900.00,     24000.00
08/07/2011 17:05:01,   956.80,  201.31,       8,      75,      33,      5900.00,     24000.00
08/07/2011 17:15:01,   958.80,  200.09,       8,      75,      32,      5900.00,     24000.00
08/07/2011 17:25:01,   960.34,  199.63,       8,      75,      33,      5900.00,     24000.00
08/07/2011 17:35:01,   961.95,  199.33,       8,      75,      33,      5900.00,     24000.00
08/07/2011 17:45:01,   963.46,  199.35,       8,      75,      33,      5900.00,     24000.00
08/07/2011 17:55:01,   964.97,  199.43,       8,      75,      33,      5900.00,     24000.00
08/07/2011 18:05:01,   966.77,  199.49,       8,      75,      33,      5900.00,     24000.00
08/07/2011 18:15:01,   964.99,  199.72,       8,      75,      33,      5900.00,     25000.00
08/07/2011 18:25:01,   949.46,  207.84,       8,      75,      33,      5900.00,     26500.00
08/07/2011 18:35:01,   935.54,  216.45,       8,      75,      33,      5900.00,     27700.00
08/07/2011 18:45:01,   936.69,  219.19,       8,      75,      33,      5900.00,     27700.00
08/07/2011 18:55:01,   938.85,  215.41,       8,      75,      33,      5900.00,     27700.00
08/07/2011 19:05:01,   941.44,  211.21,       8,      75,      33,      5900.00,     27700.00
08/07/2011 19:15:01,   943.29,  207.05,       8,      75,      33,      5900.00,     27700.00
08/07/2011 19:25:01,   945.13,  204.67,       8,      74,      33,      5900.00,     27700.00
08/07/2011 19:35:01,   946.78,  202.97,       8,      75,      33,      5900.00,     27700.00
08/07/2011 19:45:01,   947.91,  202.35,       8,      75,      33,      5900.00,     27700.00
08/07/2011 19:55:01,   949.88,  201.48,       8,      75,      33,      5900.00,     27700.00
08/07/2011 20:05:01,   952.32,  201.10,       8,      75,      33,      5900.00,     27700.00
08/07/2011 20:15:01,   953.31,  200.80,       8,      75,      33,      5900.00,     27700.00
08/07/2011 20:25:01,   954.74,  200.82,       8,      75,      32,      5900.00,     27700.00
08/07/2011 20:35:01,   956.31,  200.99,       8,      75,      32,      5900.00,     27700.00
08/07/2011 20:45:01,   958.17,  200.91,       8,      75,      32,      5900.00,     27700.00
08/07/2011 20:55:01,   959.76,  200.59,       8,      75,      32,      5900.00,     27700.00
08/07/2011 21:05:01,   961.48,  200.71,       8,      75,      32,      5900.00,     27700.00
08/07/2011 21:15:01,   963.17,  200.81,       8,      75,      32,      5900.00,     27700.00
08/07/2011 21:25:01,   964.71,  200.73,       8,      75,      33,      5900.00,     27700.00
08/07/2011 21:35:01,   966.34,  200.81,       8,      75,      33,      5900.00,     27700.00
