Date,Sensor1 (S1),Sensor2 (S2),Sensor3 (S3),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Sensor Temperature3 (S3),Generic(AI_5),Level(AI_1),Level(AI_2),Level(AI_3),Level(AI_4),Level(AI_6),Level(AI_7),Level(AI_8),Paddlewheel FlowMeter Rate(DI_A),Paddlewheel FlowMeter Rate(DI_B),Paddlewheel FlowMeter Total(DI_A),Paddlewheel FlowMeter Total(DI_B)
11/2/2011 12:53,2187.26,8.58,714.03,76,72,77,12.52,70,39,125,267,44,101,258,0,0,146410736,36298476
11/2/2011 13:13,2216.87,8.55,550.39,75,71,77,12.92,71,39,125,270,30,100,257,0,0,146410736,36298476
11/2/2011 13:33,2251.21,8.5,442,76,71,77,13.14,70,40,125,272,44,100,258,0,0,146410736,36298476
11/2/2011 13:53,2225.25,8.55,397.57,75,71,77,13.36,3,39,125,270,59,101,258,394.8,124.31,146417392,36298832
11/2/2011 14:13,2186.1,8.59,371.8,75,71,77,13.05,3,39,125,269,117,101,257,411.95,0,146428016,36301296
11/2/2011 14:33,2161.54,8.56,360.53,76,71,77,13.05,2,39,126,272,44,100,257,417.34,0,146438208,36301296
11/2/2011 14:53,2180.09,8.51,356.69,76,72,77,13.05,2,39,125,273,117,100,258,0,0,146442768,36301296
11/2/2011 15:13,2200.4,8.58,342.67,76,72,77,13.41,2,39,125,274,117,100,258,0,126.11,146442768,36301328
11/2/2011 15:33,2226.69,8.57,335.79,76,72,77,13.72,2,39,125,275,115,100,258,0,122.65,146442768,36304056
11/2/2011 15:53,2236.65,8.51,335.44,75,71,77,14.3,2,39,126,275,44,101,258,421.19,104.67,146444592,36306772
11/2/2011 16:13,2205.87,8.53,329.01,75,71,77,13.85, Invalid,40,125,274,117,101,257,422.93,108.51,146455264,36309440
11/2/2011 16:33,2172.4,8.58,319.01,75,71,77,13.63, Invalid,39,125,274,44,100,258,417.34,0,146465584,36310152
11/2/2011 16:53,2162.56,8.58,312.92,76,72,77,13.63, Invalid,40,125,276,44,100,258,0,0,146474352,36310152
11/2/2011 17:13,2191.48,8.52,313.48,76,72,77,13.67, Invalid,40,125,272,44,100,258,0,0,146474352,36310152
11/2/2011 17:33,2217.61,8.53,309.68,76,71,77,14.34, Invalid,39,125,270,43,99,258,0,101.14,146474352,36312024
11/2/2011 17:53,2235.33,8.59,298.94,75,70,77,14.78, Invalid,39,125,275,43,100,258,0,115.53,146474352,36314732
11/2/2011 18:13,2213.07,8.55,297.98,75,71,77,14.74, Invalid,39,125,274,43,99,258,426.59,119.4,146481264,36317424
11/2/2011 18:33,2180.14,8.49,298.76,75,71,77,14.56, Invalid,39,125,275,43,100,257,415.61,0,146491696,36318908
11/2/2011 18:53,2142.56,8.55,290.66,76,72,77,14.03, Invalid,39,125,278,43,100,258,426.78,0,146501904,36318908
11/2/2011 19:13,2157.95,8.6,282.38,77,73,77,14.38, Invalid,39,125,278,43,99,258,0,0,146504608,36318908
11/2/2011 19:33,2187.76,8.53,284.72,76,72,77,14.3, Invalid,39,125,277,42,99,258,0,0,146504608,36318908
11/2/2011 19:53,2221.67,8.48,285.16,76,72,77,14.52, Invalid,39,124,276,115,99,258,0,83.23,146504608,36320708
11/2/2011 20:13,2239.9,8.57,274.43,75,71,77,14.87, Invalid,39,125,278,43,99,258,0,101.73,146504608,36323336
11/2/2011 20:33,2193.58,8.6,268.86,75,71,77,14.56, Invalid,39,124,277,96,99,257,426.78,105.33,146514208,36325880
11/2/2011 20:53,2158.77,8.52,269.53,75,71,77,13.89, Invalid,39,124,277,117,99,257,432.56,107.26,146524384,36328236
11/2/2011 21:13,2140.87,8.48,604.85,76,72,77,13.63, Invalid,39,124,278,43,99,256,0,0,146534304,36329356
11/2/2011 21:33,2174.57,8.56,620.83,76,73,77,14.25, Invalid,39,123,278,43,99,256,0,0,146534304,36329356
11/2/2011 21:53,2196.49,8.58,443.67,76,72,77,14.65, Invalid,39,123,279,43,99,256,0,0,146534304,36329356
11/2/2011 22:13,2230.54,8.51,396.64,75,71,77,14.87, Invalid,39,124,278,43,99,256,0,0,146534304,36329356
11/2/2011 22:33,2256.95,8.56,368.95,76,72,77,15.1, Invalid,39,124,277,43,99,257,0,0,146534304,36329356
11/2/2011 22:53,2212.41,8.59,350.77,75,71,77,15.05, Invalid,39,123,280,42,98,257,410.02,18.81,146543376,36330168
11/2/2011 23:13,2191.86,8.54,342.33,76,72,77,15.01, Invalid,39,123,277,42,98,256,419.27,0,146553984,36331700
11/2/2011 23:33,2165.78,8.5,339.78,76,72,77,14.56, Invalid,39,123,275,42,98,256,411.75,0,146564176,36331700
11/2/2011 23:53,2161.03,8.57,327.36,77,73,77,14.74, Invalid,39,123,279,42,99,256,0,0,146570512,36331700
11/3/2011 0:13,2187.11,8.56,319.57,76,72,77,15.05, Invalid,39,123,273,42,98,256,0,0,146570512,36331700
11/3/2011 0:33,2218.25,8.5,319.79,75,71,77,15.01, Invalid,39,123,278,42,98,256,0,0,146570512,36331700
11/3/2011 0:53,2242.51,8.56,309.84,75,71,77,15.32, Invalid,39,123,273,42,98,256,0,0,146570512,36331700
11/3/2011 1:13,2267.45,8.6,301.15,76,71,77,15.9, Invalid,39,123,273,42,98,256,0,0,146570512,36331700
11/3/2011 1:33,2253.24,8.51,303.9,75,71,77,15.58, Invalid,39,123,276,42,97,256,417.34,0,146576192,36331700
11/3/2011 1:53,2223.03,8.53,297.13,76,71,77,15.27, Invalid,39,123,276,42,98,256,419.08,0,146586400,36331700
11/3/2011 2:13,2189.45,8.57,289.46,76,72,77,15.1, Invalid,39,123,279,42,98,256,415.41,0,146596640,36331700
11/3/2011 2:33,2209.48,8.57,284.61,77,73,77,14.96, Invalid,39,123,279,97,97,256,0,0,146600016,36331700
11/3/2011 2:53,2242.07,8.51,285.39,76,72,77,15.41, Invalid,39,123,278,42,97,256,0,0,146600016,36331700
11/3/2011 3:13,2265.75,8.57,276.35,76,71,77,15.63, Invalid,39,123,278,42,97,256,0,0,146600016,36331700
11/3/2011 3:33,2291.29,8.59,271.06,76,71,77,15.85, Invalid,39,123,278,42,98,256,0,0,146600016,36331700
11/3/2011 3:53,2266.18,8.5,272.24,75,71,77,15.98, Invalid,39,122,280,42,97,256,413.68,0,146607728,36331700
11/3/2011 4:13,2240.16,8.52,633.44,76,71,77,15.58, Invalid,39,122,278,42,97,255,408.29,0,146617792,36331700
11/3/2011 4:33,2222.91,8.56,450.61,76,72,77,15.27, Invalid,39,122,278,42,97,255,0,0,146626560,36331700
11/3/2011 4:53,2244.11,8.6,378.64,76,72,77,15.9, Invalid,39,122,280,42,97,254,0,0,146626560,36331700
11/3/2011 5:13,2276.38,8.52,364.15,76,71,77,16.52, Invalid,39,122,278,42,97,255,0,0,146626560,36331700
11/3/2011 5:33,2303.81,8.55,350.16,76,72,77,16.74, Invalid,39,122,278,116,97,255,0,93.22,146626560,36333436
11/3/2011 5:53,2291.72,8.59,335.35,75,71,77,17.01, Invalid,39,122,277,42,97,254,413.87,134.65,146630160,36336140
11/3/2011 6:13,2269.2,8.51,333.87,75,71,77,16.74, Invalid,39,122,276,115,97,254,408.29,108.47,146640800,36338804
11/3/2011 6:33,2235.41,8.56,321.09,75,71,77,16.56, Invalid,39,122,278,42,97,255,373.03,102.9,146651472,36341472
11/3/2011 6:53,2197.1,8.59,310.67,76,71,77,16.12, Invalid,39,122,276,42,97,254,423.12,108.54,146662144,36344140
11/3/2011 7:13,2170.18,8.55,307.45,76,72,77,15.58, Invalid,39,122,276,42,97,255,432.56,0,146672432,36344556
11/3/2011 7:33,2209.74,8.51,304.77,76,73,77,15.94, Invalid,38,122,283,117,97,255,0,103.49,146673008,36345412
11/3/2011 7:53,2232.26,8.58,293.77,76,72,77,15.58, Invalid,39,122,281,84,97,255,0,138.76,146673008,36348124
11/3/2011 8:13,2260.61,8.56,287.23,75,71,77,16.83, Invalid,39,121,277,41,97,255,0,143.26,146673008,36350844
11/3/2011 8:33,2242.83,8.48,287.55,75,71,77,16.83, Invalid,39,121,280,41,96,255,417.34,0,146680368,36351776
11/3/2011 8:53,2206.44,8.54,276.34,76,71,77,16.16, Invalid,39,122,283,117,96,256,410.02,0,146691024,36351776
11/3/2011 9:13,2172.85,8.58,269.19,76,72,77,16.12, Invalid,38,122,278,41,97,255,383.43,0,146701392,36351776
11/3/2011 9:33,2174.18,8.57,265.72,76,73,77,16.21, Invalid,39,122,279,41,97,255,0,0,146707760,36351776
11/3/2011 9:53,2206.41,8.51,266.68,76,73,77,16.21, Invalid,39,122,273,117,96,255,0,136.65,146707760,36352216
11/3/2011 10:13,2228.71,8.57,258.65,76,72,77,16.47, Invalid,39,122,275,41,96,255,0,118.57,146707760,36354936
11/3/2011 10:33,2257.95,8.58,253.95,76,71,77,17.01, Invalid,38,122,275,117,97,255,0,117.74,146707760,36357652
11/3/2011 10:53,2254.68,8.5,254.72,75,71,77,17.05, Invalid,39,122,275,40,97,255,417.34,0,146711984,36359116
11/3/2011 11:13,2218.62,8.53,248.59,76,71,77,16.7, Invalid,39,122,273,117,96,255,422.93,0,146722608,36359116
11/3/2011 11:33,2188.34,8.58,241.76,76,72,77,16.43, Invalid,38,122,276,117,96,255,423.12,0,146733184,36359116
11/3/2011 11:53,2151.05,8.58,238.37,76,72,77,16.16, Invalid,38,122,274,117,96,255,0,0,146742816,36359116
11/3/2011 12:13,2201.49,8.53,238.45,76,72,77,16.52, Invalid,38,123,275,117,96,255,0,133.61,146742816,36360760
11/3/2011 12:33,2228.35,8.55,234.03,76,72,77,16.74, Invalid,39,122,275,117,96,255,0,118.6,146742816,36363360
11/3/2011 12:53,2258.55,8.61,264.49,76,72,77,17.19, Invalid,38,121,274,40,96,254,0,0,146742816,36365616
11/3/2011 13:13,2237.5,8.51,269.91,75,71,77,17.45, Invalid,38,121,274,40,96,253,421,0,146750528,36365616
11/3/2011 13:33,2203.73,8.52,265.08,76,72,77,17.23, Invalid,39,121,279,40,96,254,424.86,0,146760704,36365616
11/3/2011 13:53,2172.09,8.57,259.29,76,72,77,17.01, Invalid,38,121,275,117,96,254,426.78,0,146770928,36365616
11/3/2011 14:13,2169.74,8.61,255.52,77,73,77,16.74, Invalid,38,121,278,40,96,254,0,0,146777648,36365616
11/3/2011 14:33,2204.2,8.54,259.18,76,72,77,16.96, Invalid,38,121,274,40,96,254,0,111.86,146777648,36366116
11/3/2011 14:53,2240.91,8.5,259.91,76,72,77,17.32, Invalid,38,121,273,40,95,253,0,117.01,146777648,36368832
11/3/2011 15:13,2263.94,8.57,252.39,75,71,77,17.99, Invalid,38,122,268,40,95,255,0,120.95,146777648,36371556
11/3/2011 15:33,2242.17,8.6,249.21,75,71,77,18.07, Invalid,38,121,266,115,95,255,379,134.58,146784960,36374252
11/3/2011 15:53,2220.33,8.5,253.05,75,71,77,17.72, Invalid,38,122,268,86,95,254,374.57,0,146795680,36375436
11/3/2011 16:13,2188.63,8.56,246.01,76,72,77,17.54, Invalid,38,122,268,40,94,254,408.29,0,146806272,36375436
11/3/2011 16:33,2153.49,8.59,381.22,76,72,77,17.19, Invalid,38,122,267,40,95,254,411.75,0,146816640,36375436
11/3/2011 16:53,2169.92,8.55,327.62,76,73,77,17.19, Invalid,38,121,269,40,95,254,0,0,146821248,36375436
11/3/2011 17:13,2203.64,8.5,306.94,76,72,77,17.45, Invalid,38,121,269,40,95,254,0,0,146821248,36375436
11/3/2011 17:33,2224.63,8.58,283.56,76,71,77,17.63, Invalid,38,121,272,39,95,254,0,104.08,146821248,36376528
11/3/2011 17:53,2259.04,8.57,271.9,76,71,77,18.3, Invalid,38,121,275,39,94,254,0,138.8,146821248,36379244
11/3/2011 18:13,2236.47,8.49,264.03,75,71,77,17.99, Invalid,38,120,275,39,94,254,428.9,0,146828896,36380240
11/3/2011 18:33,2202.69,8.55,251.34,75,71,77,17.63, Invalid,38,120,274,39,95,254,424.86,0,146839120,36380240
11/3/2011 18:53,2162.79,8.59,240.94,76,71,77,18.12, Invalid,38,120,274,39,94,254,424.86,0,146849344,36380240
11/3/2011 19:13,2186.31,8.56,238.27,76,73,77,18.07, Invalid,38,120,273,39,94,254,0,0,146853184,36380240
11/3/2011 19:33,2218.82,8.5,234.57,76,72,77,18.25, Invalid,38,120,275,39,94,254,0,0,146853184,36380240
11/3/2011 19:53,2246.52,8.54,228.41,76,72,77,18.61, Invalid,38,121,274,39,94,254,0,0,146853184,36380240
11/3/2011 20:13,2272.17,8.6,287.93,75,71,77,19.1, Invalid,38,120,274,39,94,253,0,0,146853184,36380240
11/3/2011 20:33,2289.38,8.51,356.23,76,72,77,19.68, Invalid,38,119,278,39,94,252,417.53,0,146854656,36380240
11/3/2011 20:53,2257.79,8.51,325.65,76,72,77,19.45, Invalid,38,119,279,39,94,252,422.74,0,146864832,36380240
11/3/2011 21:13,2224.77,8.57,303.17,76,72,77,19.05, Invalid,38,119,278,39,94,252,380.35,0,146874992,36380240
11/3/2011 21:33,2187.23,8.6,286.59,75,71,77,18.92, Invalid,38,120,276,39,94,253,411.95,114.04,146885472,36381936
11/3/2011 21:53,2209.95,8.53,280.13,76,73,77,19.14, Invalid,38,119,277,113,94,253,0,120.12,146890432,36382948
11/3/2011 22:13,2241.91,8.52,270.62,76,72,77,19.5, Invalid,38,119,278,115,94,253,0,81.02,146890432,36385664
11/3/2011 22:33,2266.26,8.58,259.75,76,72,77,19.99, Invalid,38,119,277,42,94,253,0,109.16,146890432,36388388
11/3/2011 22:53,2298.83,8.55,255.49,75,71,77,20.88, Invalid,38,119,283,117,94,253,0,117.81,146890432,36391120
11/3/2011 23:13,2258.69,8.48,253.98,75,71,77,20.25, Invalid,38,120,278,39,94,253,419.27,107.85,146900960,36393788
11/3/2011 23:33,2224.6,8.53,243.48,76,72,77,19.99, Invalid,38,120,276,38,94,253,421,84.44,146911552,36396408
11/3/2011 23:53,2189.72,8.57,238.7,76,72,77,19.76, Invalid,38,120,279,38,94,253,415.61,0,146921840,36396552
11/4/2011 0:13,2153.48,8.6,234.08,76,72,77,19.23, Invalid,38,120,283,38,94,252,422.93,0,146932048,36396552
11/4/2011 0:33,2174.75,8.55,233.72,76,73,77,19.14, Invalid,38,119,278,38,94,253,0,0,146936112,36396552
11/4/2011 0:53,2206.56,8.5,233.32,76,72,77,19.41, Invalid,38,120,276,38,94,253,0,0,146936112,36396552
11/4/2011 1:13,2227.96,8.55,226.47,76,72,77,20.03, Invalid,38,120,279,114,94,253,0,0,146936112,36396552
11/4/2011 1:33,2253.76,8.59,223.08,76,72,77,20.3, Invalid,38,119,278,115,94,253,0,0,146936112,36396552
11/4/2011 1:53,2285.44,8.54,224.12,76,72,77,20.92, Invalid,38,120,277,115,94,253,0,0,146936112,36396552
11/4/2011 2:13,2277.33,8.48,225.69,75,71,77,20.88, Invalid,38,120,277,38,93,253,432.56,0,146940752,36396552
11/4/2011 2:33,2236.35,8.53,218.53,75,71,77,20.61, Invalid,38,120,278,38,94,253,388.44,0,146950960,36396552
11/4/2011 2:53,2207.13,8.57,213.22,75,71,77,20.39, Invalid,38,120,278,38,93,253,424.86,138.8,146961456,36398108
11/4/2011 3:13,2196.91,8.6,210.82,76,72,77,19.99, Invalid,38,120,273,38,94,254,0,0,146969840,36398796
11/4/2011 3:33,2225.42,8.53,213.64,76,72,77,20.12, Invalid,38,120,275,38,93,254,0,112.59,146969840,36400716
11/4/2011 3:53,2257.34,8.53,211.62,76,72,77,20.61, Invalid,38,120,275,38,93,253,0,120.16,146969840,36403440
11/4/2011 4:13,2250.51,8.58,207.45,76,72,77,21.14, Invalid,38,121,273,114,93,253,428.9,159.89,146971392,36406080
11/4/2011 4:33,2229.51,8.55,208.1,75,71,77,20.3, Invalid,38,121,272,117,93,254,410.02,107.23,146981584,36408632
11/4/2011 4:53,2199.14,8.52,205.04,75,71,77,19.99, Invalid,38,121,273,117,93,254,411.95,117.01,146991760,36411176
11/4/2011 5:13,2159.03,8.56,200.83,75,71,77,19.45, Invalid,38,121,278,38,93,253,411.95,111.89,147001920,36413716
11/4/2011 5:33,2134.94,8.6,227.54,76,72,77,19.19, Invalid,38,121,274,38,93,254,406.55,0,147012128,36415500
11/4/2011 5:53,2168.4,8.55,382.03,76,72,77,19.45, Invalid,38,120,276,27,93,253,0,0,147012912,36415500
11/4/2011 6:13,2200.86,8.5,340.88,76,72,77,19.94, Invalid,38,120,275,36,93,253,0,0,147012912,36415500
11/4/2011 6:33,2225.39,8.55,312.25,75,72,77,20.25, Invalid,38,120,276,36,93,252,0,0,147012912,36415500
11/4/2011 6:53,2248.85,8.6,291.85,76,72,77,20.79, Invalid,38,119,278,38,93,252,0,116.29,147012912,36416320
11/4/2011 7:13,2233.96,8.51,283.74,75,72,77,20.88, Invalid,38,120,277,67,93,253,393.26,109.23,147019344,36419004
11/4/2011 7:33,2201.75,8.54,267.75,75,71,77,19.99, Invalid,38,120,278,37,93,253,421,130.71,147030000,36421664
11/4/2011 7:53,2162.27,8.58,254.35,75,71,77,19.41, Invalid,38,120,282,38,93,253,393.06,0,147040288,36422284
11/4/2011 8:13,2156.89,8.61,244.13,74,71,77,19.5, Invalid,38,120,282,38,93,253,0,0,147048928,36422284
11/4/2011 8:33,2187.61,8.53,240.35,75,71,77,19.72, Invalid,38,120,276,117,92,253,0,0,147048928,36422284
11/4/2011 8:53,2217.74,8.54,219.91,75,72,77,20.08,242,38,120,281,38,92,253,0,99.45,147048928,36424108
11/4/2011 9:13,2239.92,8.59,214.81,75,72,77,20.65,319,38,127,278,116,92,252,0,119.4,147048928,36426824
11/4/2011 9:33,2210.45,8.54,216.35,76,72,77,20.39,319,38,293,281,34,92,252,424.86,123.48,147057680,36429508
11/4/2011 9:53,2178.56,8.53,210.25,76,73,77,19.72,319,38,294,279,93,92,252,428.71,0,147068128,36431072
11/4/2011 10:13,2142.72,8.57,204.49,76,73,77,19.28,319,38,293,274,96,92,253,428.71,0,147078336,36431072
11/4/2011 10:33,2166.35,8.57,204.35,77,74,77,19.5,319,85,293,275,96,92,253,0,0,147081504,36431072
11/4/2011 10:53,2200.31,8.52,207.45,77,73,77,19.72,319,84,293,273,96,92,253,0,86.1,147081504,36431076
11/4/2011 11:13,2229.59,8.53,202.81,76,73,77,20.03,319,84,293,270,96,92,252,0,109.23,147081504,36433796
11/4/2011 11:33,2203.3,8.58,198.38,75,71,77,20.3,318,84,293,275,95,91,252,393.06,126.07,147088240,36436488
11/4/2011 11:53,2179.46,8.56,198.57,76,72,77,20.08,319,84,293,275,95,92,251,393.06,0,147098544,36437280
11/4/2011 12:13,2154.53,8.48,201.6,76,72,77,19.19,319,84,293,276,95,91,251,422.93,99.48,147108704,36438904
11/4/2011 12:33,2122.64,8.55,194.78,76,73,77,18.96,318,84,292,272,95,91,251,0,0,147118080,36441112
11/4/2011 12:53,2173.68,8.56,706.66,76,73,77,19.72,315,84,291,271,95,91,251,0,0,147118080,36441112
11/4/2011 13:13,2197.06,8.57,440.11,76,72,77,20.61,315,84,291,270,95,91,250,0,0,147118080,36441112
11/4/2011 13:33,2234.54,8.51,374.49,76,72,77,20.88,315,84,292,271,95,91,251,0,0,147118080,36441112
11/4/2011 13:53,2212.06,8.55,345.96,75,71,77,20.83,315,84,291,270,95,91,250,423.12,130.71,147124304,36441468
11/4/2011 14:13,2173.45,8.59,326.19,76,72,77,20.52,315,84,291,270,95,91,250,415.61,0,147134720,36442668
11/4/2011 14:33,2148.2,8.55,315.61,76,73,77,19.94,315,84,291,268,95,91,250,430.64,0,147144928,36442668
11/4/2011 14:53,2167.97,8.5,308.37,76,73,77,19.99,315,84,291,270,95,91,251,0,0,147149760,36442668
11/4/2011 15:13,2188.82,8.57,293.6,76,73,77,20.34,315,84,291,267,95,91,250,0,0,147149760,36442668
11/4/2011 15:33,2220.63,8.56,285.84,76,72,77,20.79,316,84,291,268,95,91,250,0,102.28,147149760,36444304
11/4/2011 15:53,2232.15,8.49,281.5,75,71,77,21.32,315,84,291,267,95,91,250,415.61,139.87,147152528,36446996
11/4/2011 16:13,2198.11,8.55,269.27,75,71,77,20.88,316,84,291,267,95,91,251,415.61,108.44,147163120,36449600
11/4/2011 16:33,2161.3,8.58,259.02,76,72,77,20.61,315,84,292,267,95,91,250,424.86,0,147173376,36449776
11/4/2011 16:53,2128.9,8.56,253.67,75,72,77,19.99,316,84,291,271,95,91,251,0,0,147183632,36449776
11/4/2011 17:13,2184.7,8.5,251.31,77,73,77,19.99,316,84,291,267,95,90,250,0,0,147183632,36449776
11/4/2011 17:33,2205.59,8.56,237.47,76,72,77,20.3,315,84,291,272,95,90,250,0,134.58,147183632,36450492
11/4/2011 17:53,2232.36,8.58,231.89,75,71,77,20.83,315,84,291,275,95,89,251,0,98.93,147183632,36453216
11/4/2011 18:13,2205.69,8.5,233.46,75,71,77,20.52,315,83,290,271,94,90,251,426.78,136.72,147192784,36455888
11/4/2011 18:33,2169.5,8.54,224.74,75,71,77,20.03,315,83,290,275,94,90,251,428.52,0,147203200,36456968
11/4/2011 18:53,2136.45,8.58,217.47,76,71,77,19.1,315,83,291,270,94,90,251,426.78,0,147213392,36456968
11/4/2011 19:13,2155.95,8.57,216.3,76,72,77,19.41,315,83,291,276,94,89,250,0,0,147217024,36456968
11/4/2011 19:33,2190.11,8.51,218.95,77,73,77,19.45,316,83,291,275,94,89,251,0,0,147217024,36456968
11/4/2011 19:53,2216.69,8.53,213.11,76,71,77,19.72,315,83,290,275,94,89,250,0,123.44,147217024,36458796
11/4/2011 20:13,2211.65,8.58,207.81,75,71,77,19.99,315,83,291,273,94,89,250,419.27,100.03,147219888,36461416
11/4/2011 20:33,2173.41,8.58,205.25,75,71,77,19.63,315,83,291,276,94,89,251,386.71,134.58,147230000,36463944
11/4/2011 20:53,2164.95,8.5,209.14,76,73,77,19.19,315,83,291,270,94,90,251,383.62,0,147240160,36466308
11/4/2011 21:13,2140.67,8.49,709.65,77,73,77,18.7,312,83,289,273,94,89,249,423.12,0,147250192,36466308
11/4/2011 21:33,2149.21,8.58,471.12,75,70,77,19.14,312,83,289,269,94,89,249,0,0,147252400,36466308
11/4/2011 21:53,2176.34,8.56,383.56,73,68,77,19.68,312,83,289,274,94,89,250,0,0,147252400,36466308
11/4/2011 22:13,2209.72,8.48,364.82,72,67,77,20.08,313,83,289,276,94,89,249,0,109.16,147252400,36466496
11/4/2011 22:33,2200.93,8.54,340.48,72,68,77,20.83,313,84,289,275,94,89,249,434.87,123.37,147254224,36469188
11/4/2011 22:53,2172.49,8.57,324.15,74,69,77,20.25,312,84,289,275,94,89,249,393.06,0,147264544,36470444
11/4/2011 23:13,2143.95,8.59,310.01,73,69,77,19.76,313,84,289,271,94,89,250,430.64,0,147274704,36470444
11/4/2011 23:33,2112.04,8.54,303.75,73,69,77,19.23,312,84,289,273,94,89,249,428.71,0,147284832,36470444
11/4/2011 23:53,2154.77,8.5,299.3,74,70,77,19.19,312,84,289,273,94,89,250,0,0,147285616,36470444
11/5/2011 0:13,2173.51,8.57,284.94,74,69,77,19.72,313,83,288,275,94,90,250,0,0,147285616,36470444
11/5/2011 0:33,2199.52,8.59,275.82,73,69,77,19.99,312,83,289,273,94,88,249,0,0,147285616,36470444
11/5/2011 0:53,2202.67,8.51,274.38,73,68,77,20.88,313,83,289,276,94,89,249,393.26,92.25,147288272,36473088
11/5/2011 1:13,2177.58,8.52,265.64,73,68,77,19.72,313,83,289,275,94,89,250,419.08,0,147298640,36474392
11/5/2011 1:33,2144.69,8.56,254.86,74,69,77,19.14,312,83,289,275,94,89,250,411.75,0,147308768,36474392
11/5/2011 1:53,2139.02,8.61,248.06,74,70,77,19.23,312,83,289,270,93,89,250,0,0,147315392,36474392
11/5/2011 2:13,2173.9,8.53,247.89,74,69,77,19.14,313,83,289,269,93,89,250,0,0,147315392,36474392
11/5/2011 2:33,2200.33,8.53,241.57,73,69,77,19.36,312,83,288,269,94,88,250,0,91.84,147315392,36474400
11/5/2011 2:53,2224.42,8.57,233.5,73,68,77,19.99,312,83,289,270,93,89,250,0,119.33,147315392,36477088
11/5/2011 3:13,2201.23,8.6,228.02,73,68,77,20.03,313,83,289,273,93,88,250,396.53,129.74,147321728,36479768
11/5/2011 3:33,2179,8.55,227.36,73,69,77,19.1,312,83,288,278,93,88,249,424.86,0,147331984,36480388
11/5/2011 3:53,2145.52,8.49,227.22,74,69,77,18.65,313,83,289,280,93,89,249,424.86,0,147342208,36480388
11/5/2011 4:13,2155.64,8.55,220.03,74,70,77,18.61,313,83,288,278,93,88,250,0,78.15,147346688,36482024
11/5/2011 4:33,2177.03,8.6,215.8,74,70,77,18.52,312,83,289,274,93,88,250,0,0,147346688,36484268
11/5/2011 4:53,2227.96,8.46,717.74,73,69,77,19.23,309,83,287,275,93,88,248,0,0,147346688,36485492
11/5/2011 5:13,2207.8,8.54,487.24,72,68,77,19.54,309,83,287,276,93,88,248,426.78,0,147350016,36485492
11/5/2011 5:33,2167.64,8.57,390.56,73,68,77,19.01,308,83,287,275,93,88,248,421,0,147360080,36485492
11/5/2011 5:53,2133.02,8.59,355.92,73,69,77,18.52,309,83,287,273,93,88,248,413.87,0,147370192,36485492
11/5/2011 6:13,2155.06,8.57,341.1,74,70,77,18.56,309,83,287,275,93,88,248,0,0,147374416,36485492
11/5/2011 6:33,2184.68,8.51,332.31,73,68,77,19.23,309,83,287,275,93,88,248,0,0,147374416,36485492
11/5/2011 6:53,2209.34,8.56,317.57,73,69,77,19.41,309,83,287,273,93,88,248,0,104.08,147374416,36486676
11/5/2011 7:13,2204.45,8.6,304.92,73,69,77,20.03,309,83,287,269,93,88,248,430.83,114.73,147376016,36489384
11/5/2011 7:33,2191.75,8.51,303.25,73,69,77,19.5,310,83,287,275,93,88,248,394.8,0,147386640,36491584
11/5/2011 7:53,2161.5,8.54,292.56,73,69,77,19.01,310,83,287,274,93,88,249,394.8,0,147396816,36491584
11/5/2011 8:13,2118.44,8.57,282.18,73,69,77,18.43,309,83,287,275,93,88,248,434.49,0,147406992,36491584
11/5/2011 8:33,2145.59,8.6,274.35,74,70,77,18.61,310,83,288,270,93,88,249,0,0,147409152,36491584
11/5/2011 8:53,2179.02,8.53,272.06,74,70,77,18.92,309,83,287,271,93,88,248,0,0,147409152,36491584
11/5/2011 9:13,2206.37,8.53,266.72,73,69,77,18.92,310,83,288,273,93,87,248,0,102.9,147409152,36492224
